source,license,license_status,training_allowed,split,label,categories,path,sha256,group_id,dataset_fingerprint
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr140_jpg.rf.27568771db2adfc738425fae47eee04b.jpg,df25aee34e17abf3e748f9b04edee15e595e3b2176aa678873d426ec7e747021,onion-coco-mmdetection:img_tr140_jpg.rf.27568771db2adfc738425fae47eee04b.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|sprout,sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr141_jpg.rf.1c0c19a0491b404499cc57a1581fb383.jpg,b7fff27ca619971712b3e9c2e76b29a4c78aa45ff0b75c850f899d815ffe48ad,onion-coco-mmdetection:img_tr141_jpg.rf.1c0c19a0491b404499cc57a1581fb383.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr145_jpg.rf.b3a51f387f5adae0a70f6050094c5d90.jpg,6b129c1da1775b39d78c5c7e1385bd92beb1b260cf26cdc9e1e0c8abe30f1193,onion-coco-mmdetection:img_tr145_jpg.rf.b3a51f387f5adae0a70f6050094c5d90.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr146_jpg.rf.ff37f939ec03b5aa92d1f131636bd313.jpg,9f7a7496fada89c7c2e2a0e33d3efb1e125d0de920fbc178ac4d1657968fbe61,onion-coco-mmdetection:img_tr146_jpg.rf.ff37f939ec03b5aa92d1f131636bd313.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr147_jpg.rf.2f6af4947194d9edd630764b61860537.jpg,21e51d5e5363040e36b4e19280396db4dfd0a88b34bb144311474702c5628b18,onion-coco-mmdetection:img_tr147_jpg.rf.2f6af4947194d9edd630764b61860537.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr149_jpg.rf.dd6b609ed3fe649860039b6e7464fc3e.jpg,f37a51e4e125afa686933fed96995e582e377d49dc42c8420025456e9aefeb41,onion-coco-mmdetection:img_tr149_jpg.rf.dd6b609ed3fe649860039b6e7464fc3e.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr14_png_jpg.rf.2280e88c99c48969ac2607102348749b.jpg,2c747fee98ace01ac5c5ad258ac09f9221af6c77e3a87f51079c155ded3a79e9,onion-coco-mmdetection:img_tr14_png_jpg.rf.2280e88c99c48969ac2607102348749b.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr150_jpg.rf.11fe484f9cffd5d8765787fdd69012b0.jpg,7e309fd3b60028b65dc4fa49f8fde6e4cd33007f0d44c96b8aa1664815373b02,onion-coco-mmdetection:img_tr150_jpg.rf.11fe484f9cffd5d8765787fdd69012b0.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr151_jpg.rf.d0516350ce3522ca8a026db89131e134.jpg,dd8289a1d97cd32e25601f35e3bf44ff31c5a6d1dc6fcfdfe7bf158c3418652b,onion-coco-mmdetection:img_tr151_jpg.rf.d0516350ce3522ca8a026db89131e134.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr154_jpg.rf.1718e740eb8298c4552e7d51d1c755ad.jpg,eb8f8bbef6b4cadc948205dd49165c21de96021074219fbcaa3ef21a0b798229,onion-coco-mmdetection:img_tr154_jpg.rf.1718e740eb8298c4552e7d51d1c755ad.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr156_jpg.rf.9615ebd9612b3671066d97dd7a78bec0.jpg,3e6c621d030abf170a5070b4a25324a659ba23ca315510a29b4cf5d6630f9487,onion-coco-mmdetection:img_tr156_jpg.rf.9615ebd9612b3671066d97dd7a78bec0.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr165_jpg.rf.f9d9ce02c372903cd8ec4db5de818379.jpg,e9bfb33ef9746446cb2e761dd875eb4396fa95f821497039ab1464af6ae32c28,onion-coco-mmdetection:img_tr165_jpg.rf.f9d9ce02c372903cd8ec4db5de818379.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr169_jpg.rf.ad6ebbc890c0e9bd72d8946bdcc1abc4.jpg,bf427abf92e79704c9bf0366e2d61e61b7e788f027d0b081eeb6d9f71d927b63,onion-coco-mmdetection:img_tr169_jpg.rf.ad6ebbc890c0e9bd72d8946bdcc1abc4.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr169_jpg.rf.ae4787083b2621ad269ddc53234554d1.jpg,1038fc4a54784eeed9ab095ba38714e9548f269b42b06c4b348ecc810642d54f,onion-coco-mmdetection:img_tr169_jpg.rf.ae4787083b2621ad269ddc53234554d1.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr16_png_jpg.rf.0fdd6358c7e57132f9885da3b4b9a6dc.jpg,32a0a6385644a4737207a87ae98fce78e6b00e418ed95ef986b3abec7711ed8c,onion-coco-mmdetection:img_tr16_png_jpg.rf.0fdd6358c7e57132f9885da3b4b9a6dc.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr16_png_jpg.rf.2b3f8991855d839a252c967dce7fd935.jpg,4773b7ac2512506f0e5dfa964da28a3f530334a8c1bc5c7ab0e6d1106c5e7e13,onion-coco-mmdetection:img_tr16_png_jpg.rf.2b3f8991855d839a252c967dce7fd935.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr175_jpg.rf.bce05538c5f7cb526ff76a2050f0e8e5.jpg,945c46ede0eaae985de307b77c97555420ac530a368f401feffc77dcca64c68a,onion-coco-mmdetection:img_tr175_jpg.rf.bce05538c5f7cb526ff76a2050f0e8e5.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr183_jpg.rf.6247fc881aef25e754bbd820e62166ad.jpg,758d1c2b40e43c976052236983d3d396c7a96c874593930f248c6b10428a98c2,onion-coco-mmdetection:img_tr183_jpg.rf.6247fc881aef25e754bbd820e62166ad.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr184_jpg.rf.1eccef8bf99aa4ffc351f886281ab980.jpg,5623fb88ac8728c0685a9144a14fd33a855f452b9c8696c54278f8ff00cdc0fd,onion-coco-mmdetection:img_tr184_jpg.rf.1eccef8bf99aa4ffc351f886281ab980.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr187_jpg.rf.e57a7b8e4981173887d9882005221382.jpg,a813971dd3a3f461d6f1705a1b80c12fbf57d6cc50d0f04486636cf5e7620a6a,onion-coco-mmdetection:img_tr187_jpg.rf.e57a7b8e4981173887d9882005221382.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr188_jpg.rf.ad3cd94cc706abbb1a4862bf8b40698d.jpg,663c71e601ec195d069263c2247310e105b6341a9d0fc6ca1b0a2b87e0c0e8bf,onion-coco-mmdetection:img_tr188_jpg.rf.ad3cd94cc706abbb1a4862bf8b40698d.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr193_jpg.rf.089f5258996f15855067dab42168f7ed.jpg,921090e5db2f7b78d544c5550e2dd77ea20eed99573ab8e069d500269038745d,onion-coco-mmdetection:img_tr193_jpg.rf.089f5258996f15855067dab42168f7ed.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr195_jpg.rf.d0589955efa852da47619248c95cad5b.jpg,89ec5d3421cf54f391aed41db820644ed2650392b3699c10a9655858cb089c25,onion-coco-mmdetection:img_tr195_jpg.rf.d0589955efa852da47619248c95cad5b.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr198_jpg.rf.421ce8357e8aa3b4aca822ee761207be.jpg,c5a2d3a7bd6706ee5e93a6fdb574351b38bff2f93a85bbbc5933b609d7d04e67,onion-coco-mmdetection:img_tr198_jpg.rf.421ce8357e8aa3b4aca822ee761207be.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr1_png_jpg.rf.f9b4ab97de4d954b2856d7ac7cebb3b1.jpg,91fe23ca99ca345890d78faf934a2746bca9c64bef08db84f3df542da9308f31,onion-coco-mmdetection:img_tr1_png_jpg.rf.f9b4ab97de4d954b2856d7ac7cebb3b1.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr201_jpg.rf.f09ec0d86080a5cc6d69d381dd37499a.jpg,291e73b63348b3e3f7aaa866ac994fd55b599be525957572458cd49211cd2b79,onion-coco-mmdetection:img_tr201_jpg.rf.f09ec0d86080a5cc6d69d381dd37499a.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr202_jpg.rf.18bf3a4e97405c9049db2fe16797799b.jpg,f8f335459aac2e24b1877563e6e6acf5675ba2b8bc5a38dfefd86f906bd27f29,onion-coco-mmdetection:img_tr202_jpg.rf.18bf3a4e97405c9049db2fe16797799b.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten|sprout,rotten|sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr20_png_jpg.rf.9b3fd2aa59af6d1f26b7b36b591ad410.jpg,f9ff6e04dc09616d3ee23f81adb65527cf24d00c20a5911e5bc69433b32aaa4d,onion-coco-mmdetection:img_tr20_png_jpg.rf.9b3fd2aa59af6d1f26b7b36b591ad410.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr210_jpg.rf.7424e2228784c238561902207679d928.jpg,b91371c817912b6341db65f848daadb915c630e2b1cde3cd6883beaba6f29bc5,onion-coco-mmdetection:img_tr210_jpg.rf.7424e2228784c238561902207679d928.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr210_jpg.rf.81f50ceff7ab3241497358f9602224c4.jpg,16634964a7e881b6b302328cf92ac3d6b9118f9d5e3cde800761ae6c39d0913e,onion-coco-mmdetection:img_tr210_jpg.rf.81f50ceff7ab3241497358f9602224c4.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr211_jpg.rf.14b0d174c73312f56466f3ff0f007958.jpg,f59348612f369d4f0f97191b6dc3513fd5271b249722a794b1a5bfb3ce4deae7,onion-coco-mmdetection:img_tr211_jpg.rf.14b0d174c73312f56466f3ff0f007958.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr212_jpg.rf.a0f6264e2574475a92c4d95a34f091a5.jpg,c1f6d475edf9a9eb3b913ea5495b3fcacf7d9d6e157a916f368d9bbd3636b743,onion-coco-mmdetection:img_tr212_jpg.rf.a0f6264e2574475a92c4d95a34f091a5.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr215_jpg.rf.5ef1a40a13f8514acf9aee82dedfa084.jpg,d8a6e82bcb89755db7b8d693ffed83a4ff8e6fb88d99a90797b3f6d16e867bd5,onion-coco-mmdetection:img_tr215_jpg.rf.5ef1a40a13f8514acf9aee82dedfa084.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr217_jpg.rf.f983be1b19f05ea3c4bdec10e1e688c8.jpg,d325668af4df3045f8ce5d6d962eba07ab62dde5a0cf30e8b22d40c5245a73c1,onion-coco-mmdetection:img_tr217_jpg.rf.f983be1b19f05ea3c4bdec10e1e688c8.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr218_jpg.rf.9c6d232f29fabbf7e03866c47b9e94ef.jpg,14c977cd7c3af297af857daf562f5984271545e7a6dd17a6188331b214dcab28,onion-coco-mmdetection:img_tr218_jpg.rf.9c6d232f29fabbf7e03866c47b9e94ef.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr22_png_jpg.rf.38f2a65cbd47d60df1eb63d2a9052f93.jpg,6c0232939eafb0b30cf0542a5f7dd0cd6a80fa313d4b3e4a355e24101e8bea0d,onion-coco-mmdetection:img_tr22_png_jpg.rf.38f2a65cbd47d60df1eb63d2a9052f93.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|rotten,rotten,dataset/part-001/onion-coco-mmdetection/train/img_tr26_png_jpg.rf.721db27e3a70f1af371b07547dea8153.jpg,15ff810ba2b0ba4a9b3559d9a0da48ec4889a66a54752aa7393717ff6031ea16,onion-coco-mmdetection:img_tr26_png_jpg.rf.721db27e3a70f1af371b07547dea8153.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|sprout,sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr28_png_jpg.rf.160ec43388091977a888bd2ac2d29738.jpg,2e28415c606df4f0a4b5cd877671e62765ac09cc6909c5f583a787e763e235e5,onion-coco-mmdetection:img_tr28_png_jpg.rf.160ec43388091977a888bd2ac2d29738.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|sprout,sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr28_png_jpg.rf.654c39629eebc99caaff62738cbda061.jpg,95126105caf90323da0d6f1375372df545d84655221a6a6e2dbbad89e0876eea,onion-coco-mmdetection:img_tr28_png_jpg.rf.654c39629eebc99caaff62738cbda061.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|sprout,sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr30_png_jpg.rf.4511dc29a23071789953eb3b1c41b5f7.jpg,041c6fbf7acd3af6badf47087f887c6a9cb2b3f009d5ec22a406b88dd8b6ebf6,onion-coco-mmdetection:img_tr30_png_jpg.rf.4511dc29a23071789953eb3b1c41b5f7.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
onion-coco-mmdetection,Public Domain,verified,True,test,is_onion|sprout,sprout,dataset/part-001/onion-coco-mmdetection/train/img_tr32_png_jpg.rf.e655697b8906c70bcd93db1acb8c4252.jpg,f6188f80341513557b323c66fdd61f1e3c884bfe974b5ae8d60216b33ec23e1a,onion-coco-mmdetection:img_tr32_png_jpg.rf.e655697b8906c70bcd93db1acb8c4252.jpg,2443539beb938064b6f2e1e0594c000b31da519d8f2f017b0beb878ad8c3507b
